╧ О/О;ьРПХУ-ЙНД ОЮПРХХ;мЮХЛЕМНБЮМХЕ РНБЮПЮ;оНЯРЮБЫХЙ;дЮРЮ ОПХУНДМНЦН ДНЙСЛЕМРЮ;мНЛЕП ОПХУНДМНЦН ДНЙСЛЕМРЮ;дЮРЮ МЮЙКЮДМНИ;мНЛЕП МЮЙКЮДМНИ;йНК-БН;яСЛЛЮ Б ГЮЙСОНВМШУ ЖЕМЮУ АЕГ мдя;яРЮБЙЮ мдя ОНЯРЮБЫХЙЮ;яСЛЛЮ мдя;яСЛЛЮ Б ГЮЙСОНВМШУ ЖЕМЮУ Я мдя
4042;200200078451;пхнткнпю ╧40 йюоя.;цпюмд йюохрюк ялнкемяй ннн тй;20.09.2021;2003735;20.09.2021;21-0-610119;2;923.58;20%;184.72;1108.30
4043;200200078452;гднпнбэе аег оепеокюрш ясярюбхр цекэ-аюкэгюл д/рекю ахьнтхр+цкчйнгюлхм 125лк.;цпюмд йюохрюк ялнкемяй ннн тй;20.09.2021;2003735;20.09.2021;21-0-610119;2;105.26;20%;21.06;126.32
4044;200200078456;вюи ахн д/яепджю х янясднб 1,5ц. ╧20 оюй. /щбюкюп/ (аюд);цпюмд йюохрюк ялнкемяй ннн тй;20.09.2021;2003735;20.09.2021;21-0-610119;2;210.52;20%;42.10;252.62
4045;200200078458;юкреъ яхпно 150лк. /ъдпюм/;цпюмд йюохрюк ялнкемяй ннн тй;20.09.2021;2003736;20.09.2021;21-0-610118;2;330.00;10%;33.00;363.00
4046;200200078461;бхмонрпнохк 5лц.+400лц. ╧60 йюоя. /йюмнмтюплю/;цпюмд йюохрюк ялнкемяй ннн тй;20.09.2021;2003736;20.09.2021;21-0-610118;2;419.30;10%;41.94;461.24
4047;200200078462;бхтепнм 40000ле 12ц. люгэ /тепнм/;цпюмд йюохрюк ялнкемяй ннн тй;20.09.2021;2003736;20.09.2021;21-0-610118;2;314.88;10%;31.48;346.36
4048;200200078464;цепахнм яхпно онднпнфмхйю 150лк. /KRKA/;цпюмд йюохрюк ялнкемяй ннн тй;20.09.2021;2003736;20.09.2021;21-0-610118;2;556.10;10%;55.62;611.72
4049;200200078468;дхйкнтемюй-юйня 5% 100ц. цекэ /яхмрег/;цпюмд йюохрюк ялнкемяй ннн тй;20.09.2021;2003736;20.09.2021;21-0-610118;2;451.74;10%;45.18;496.92
4050;200200078472;йнпхмтюп 10лц. ╧100 рюа.опнкнмц. о/о/н /юбд тюплю/ребю/;цпюмд йюохрюк ялнкемяй ннн тй;20.09.2021;2003736;20.09.2021;21-0-610118;2;200.10;10%;20.02;220.12
4051;200200078478;мюгхбхм 0,01% 5лк. ╧1 0+ мюгюк.йюокх тк./йюо.;цпюмд йюохрюк ялнкемяй ннн тй;20.09.2021;2003736;20.09.2021;21-0-610118;2;286.84;10%;28.68;315.52
4052;200200078479;мюиг 1% 50ц. ╧1 цекэ д/мюпсф.опхл. рсаю;цпюмд йюохрюк ялнкемяй ннн тй;20.09.2021;2003736;20.09.2021;21-0-610118;2;538.42;10%;53.84;592.26
4053;200200078485;охйюлхкнм 20лц. ╧30 рюа. /тюплярюмдюпр/;цпюмд йюохрюк ялнкемяй ннн тй;20.09.2021;2003736;20.09.2021;21-0-610118;2;155.40;10%;15.54;170.94
4054;200200078500;жхопнкер ю 500лц.+600лц. ╧10 рюа. о/н;цпюмд йюохрюк ялнкемяй ннн тй;20.09.2021;2003736;20.09.2021;21-0-610118;2;347.10;10%;34.72;381.82
4055;200200078507;юклюцекэ ю 10лк. ╧10 ясяо. д/опхелю бмсрпэ оюй. /аюкйюм тюплю/;гДПЮБЯЕПБХЯ;20.09.2021;2003737;20.09.2021;E12807197/37750002;2;518.90;10%;51.88;570.78
4056;200200078511;юяйнпахмнбюъ й-рю 100лц. цкчйнгю ╧40 рюа. /тюплярюмдюпр/;гДПЮБЯЕПБХЯ;20.09.2021;2003737;20.09.2021;E12807197/37750002;2;49.46;10%;4.94;54.40
4057;200200078512;юяйнпахмнбюъ й-рю 100лц. цкчйнгю ╧40 рюа. /тюплярюмдюпр/;гДПЮБЯЕПБХЯ;20.09.2021;2003737;20.09.2021;E12807197/37750002;2;49.46;10%;4.94;54.40
4058;200200078525;кхопхлюп 40лц. ╧30 рюа. о/о/н /цедейе/отюигеп/;гДПЮБЯЕПБХЯ;20.09.2021;2003737;20.09.2021;E12807197/37750002;2;735.26;10%;73.52;808.78
4059;200200078526;кчцнкэ 50ц. яопеи д/леяр.опхл. тк.+ мюяюдйю пюяошкхрекэ /кейюпэ/;гДПЮБЯЕПБХЯ;20.09.2021;2003737;20.09.2021;E12807197/37750002;2;145.84;10%;14.58;160.42
4060;200200078537;ярпеояхкя хмремяхб юоекэяхм ╧24 рюа. а/яюу.;гДПЮБЯЕПБХЯ;20.09.2021;2003737;20.09.2021;E12807197/37750002;2;468.56;10%;46.86;515.42
4061;200200078539;ренощй 100лц. ╧50 рюа.опнкнмц.;гДПЮБЯЕПБХЯ;20.09.2021;2003737;20.09.2021;E12807197/37750002;2;312.26;10%;31.22;343.48
4062;200200078562;опноюмнпл 150лц. ╧50 рюа. о/о/н /опн.лед.жя/;йЮРПЕМ Ц.уХЛЙХ;20.09.2021;2003739;19.09.2021;8137826-30;2;554.90;10%;55.50;610.40
4063;200200078577;цюкюбхр 25лц. ╧10 рюа. ондзъгшв.;йЮРПЕМ Ц.уХЛЙХ;20.09.2021;2003740;19.09.2021;8140272-30;2;608.48;10%;60.84;669.32
4064;200200078587;кчцнкэ 50ц. яопеи д/леяр.опхл. тк.+ мюяюдйю пюяошкхрекэ /кейюпэ/;йЮРПЕМ Ц.уХЛЙХ;20.09.2021;2003740;19.09.2021;8140272-30;2;144.02;10%;14.40;158.42
4065;200200078593;мхлеяхк 100лц. 2ц. ╧30 цпюм. д/опхц.ясяо. оюй. /цсхднррх/лемюпхмх/;йЮРПЕМ Ц.уХЛЙХ;20.09.2021;2003740;19.09.2021;8140272-30;2;1333.34;10%;133.34;1466.68
4066;200200078598;пнгсбюярюрхм-яг 5лц. ╧30 рюа. о/о/н;йЮРПЕМ Ц.уХЛЙХ;20.09.2021;2003740;19.09.2021;8140272-30;2;363.30;10%;36.34;399.64
4067;200200078600;юяеорхйю яюктерйю яохпрнбюъ 60у100 ╧20;йЮРПЕМ Ц.уХЛЙХ;20.09.2021;2003740;19.09.2021;8140272-30;2;71.58;10%;7.16;78.74
4068;200200078601;яхяреим скэрпю окчя 10лк. цк.йюокх;йЮРПЕМ Ц.уХЛЙХ;20.09.2021;2003740;19.09.2021;8140272-30;2;848.56;10%;84.86;933.42
4069;200200078604;ярпеояхкя лемрнк+щбйюкхор ╧36 рюа.;йЮРПЕМ Ц.уХЛЙХ;20.09.2021;2003740;19.09.2021;8140272-30;2;450.60;10%;45.06;495.66
4070;200200078607;тспюднмхм 100лц. ╧20 рюа. /нкюимтюпл/;йЮРПЕМ Ц.уХЛЙХ;20.09.2021;2003740;19.09.2021;8140272-30;2;283.78;10%;28.38;312.16
4071;200200078615;кхонаеиг йпел гюыхрм. 75лк.;йЮРПЕМ Ц.уХЛЙХ;20.09.2021;2003740;19.09.2021;8140272-30;2;432.56;20%;86.52;519.06
4072;200200078617;яекжхмй окчя ╧30 рюа.;йЮРПЕМ Ц.уХЛЙХ;20.09.2021;2003740;19.09.2021;8140272-30;2;1022.36;20%;204.48;1226.82
4073;200200078621;9 леяъжеб тнкхебюъ й-рю 0,4лц. ╧30 рюа. о/о/н /бюкемрю/;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;207.90;10%;20.80;228.70
4074;200200078636;ютнаюгнк 10лц. ╧60 рюа.;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;711.12;10%;71.12;782.24
4075;200200078642;аерюкнй гнй 100лц. ╧30 рюа.опнкнмц. о/н /юярпю гемейю/;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;660.78;10%;66.08;726.86
4076;200200078643;аерюяепй 16лц. ╧30 рюа. /щаанр/;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;1042.50;10%;104.24;1146.74
4077;200200078648;ахянопнкнк 5лц. ╧30 рюа. о/о/н /бепрейя/;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;156.00;10%;15.60;171.60
4078;200200078649;ахянопнкнк-ребю 5лц. ╧30 рюа. о/о/н /ребю/;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;238.42;10%;23.84;262.26
4079;200200078650;ахтхтнпл ╧30 йюоя. йь/пюярб.;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;939.94;10%;94.00;1033.94
4080;200200078651;апюк 500лц. ╧20 рюа.;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;166.18;10%;16.62;182.80
4081;200200078652;апстем яп 800лц. ╧14 рюа.опнкнмц. о/о/н /щаанрр/;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;401.10;10%;40.10;441.20
4082;200200078655;бюлкняер 5лц.+80лц. ╧30 рюа. о/о/н;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;626.96;10%;62.70;689.66
4083;200200078660;цюкбся 50лц. ╧28 рюа. /мнбюпрхя/;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;1331.16;10%;133.12;1464.28
4084;200200078663;дейяюкцхм 25лц. ╧10 рюа. о/н /аепкхм-уелх/;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;568.28;10%;56.82;625.10
4085;200200078665;дерпюцекэ 80ц. цекэ д/мюпсф.опхл.;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;1264.50;10%;126.46;1390.96
4086;200200078667;гхпрей 10лц/лк. 20лк. йюокх д/опхелю бмсрпэ тк. /чяа тюпьхл/;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;269.72;10%;26.98;296.70
4087;200200078668;хлндхсл щйяопеяя 2лц. ╧20 рюа.кхнт. /ъмяяем/;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;660.70;10%;66.08;726.78
4088;200200078678;кюпхопнмр ╧20 рюа. д/пюяя.;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;392.40;10%;39.24;431.64
4089;200200078685;люцмекхя б6 ╧50 рюа. о/н;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;608.60;10%;60.86;669.46
4090;200200078697;меахкер 5лц. ╧28 рюа. /аепкхм-уелх/;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;1758.38;10%;175.84;1934.22
4091;200200078705;мн-ьою 40лц. ╧100 рюа. /ухмнхм/;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;346.50;10%;34.64;381.14
4092;200200078717;тхрнцюярпнк яанп фексднвмн-йхьевмши 2ц. ╧20 оюй. /йпюямнцнпяй/;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;150.52;10%;15.06;165.58
4093;200200078726;релоюкцхм ╧20 рюа. о/о/н;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;226.88;10%;22.68;249.56
4094;200200078736;теярюк ╧20 дпюфе;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;257.04;10%;25.70;282.74
4095;200200078738;ткелхмцю 25ц. ╧1 люгэ цнленоюр. тк.;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;501.40;10%;50.14;551.54
4096;200200078744;щяохпн 25лц. ╧30 рюа. о/о/н;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;1331.70;10%;133.18;1464.88
4097;200200078745;щттепюкцюм 500лц. ╧16 ьхо.рюа.;оСКЭЯ ;20.09.2021;2003741;19.09.2021;апм00675731;2;254.80;10%;25.48;280.28
4098;200200078754;лслхе юкрюияйне гнкнрне 200лц. ╧60 рюа. /щбюкюп/;оСКЭЯ ;20.09.2021;2003742;19.09.2021;апм00675730;2;384.46;20%;76.90;461.34
4099;200200078756;нкхтпхм 15лк. мюгюк.яопеи /янкнтюпл/;оСКЭЯ ;20.09.2021;2003742;19.09.2021;апм00675730;2;516.80;10%;51.68;568.48
4100;200200078761;вюи ахн о/йюьке ╧20 оюй. /щбюкюп/ (аюд);оСКЭЯ ;20.09.2021;2003742;19.09.2021;апм00675730;2;218.60;20%;43.72;262.32
4101;200200078773;юлхйяхм 125лц. ╧6 рюа. о/о/н /нрхяхтюпл/;оПНРЕЙ;20.09.2021;2003745;20.09.2021;166150713-001;2;1050.74;10%;105.08;1155.82
4102;200200078777;юмрхткс йхдя 12ц. ╧5 онп. д/п-пю д/опхелю бмсрпэ оюй.;оПНРЕЙ;20.09.2021;2003745;20.09.2021;166150713-001;2;385.10;10%;38.52;423.62
4103;200200078785;аерюцхярхм 16лц. ╧30 рюа. /йюмнмтюплю/;оПНРЕЙ;20.09.2021;2003745;20.09.2021;166150713-001;2;158.64;10%;15.86;174.50
4104;200200078788;цюярюк ╧12 рюа. д/пюяя.;оПНРЕЙ;20.09.2021;2003745;20.09.2021;166150713-001;2;306.50;10%;30.66;337.16
4105;200200078790;дегюк 5лц. ╧10 рюа. о/о/н;оПНРЕЙ;20.09.2021;2003745;20.09.2021;166150713-001;2;410.16;10%;41.02;451.18
4106;200200078791;депхмюр 0,25% 10лк. п-п д/леяр. х мюпсф.опхл. тк./йюо.;оПНРЕЙ;20.09.2021;2003745;20.09.2021;166150713-001;2;577.40;10%;57.74;635.14
4107;200200078794;дчтюярнм 10лц. ╧28 рюа. о/о/н /щаанрр/янкбеи/;оПНРЕЙ;20.09.2021;2003745;20.09.2021;166150713-001;2;1426.20;10%;142.62;1568.82
4108;200200078802;йкхмяю йнмреимеп д/ахнлюрепхюкнб смхбепя. 125лк.;оПНРЕЙ;20.09.2021;2003745;20.09.2021;166150713-001;2;44.66;10%;4.46;49.12
4109;200200078806;кхонаеиг йпел гюыхрм. 75лк.;оПНРЕЙ;20.09.2021;2003745;20.09.2021;166150713-001;2;438.00;20%;87.60;525.60
4110;200200078821;пхлюмрюдхм юбейяхлю 50лц. ╧20 рюа. (пелюмрюдхм);оПНРЕЙ;20.09.2021;2003745;20.09.2021;166150713-001;2;116.98;10%;11.70;128.68
4111;200200078824;яхлахйнпр рспасуюкеп 4,5+160лйц/днгю 60днг онп. д/хмц. /юярпю гемейю/;оПНРЕЙ;20.09.2021;2003745;20.09.2021;166150713-001;2;1790.50;10%;179.06;1969.56
4112;200200078825;яхяреим скэрпю окчя 10лк. цк.йюокх;оПНРЕЙ;20.09.2021;2003745;20.09.2021;166150713-001;2;839.08;10%;83.90;922.98
4113;200200078827;рюбюмхй 500лц. ╧10 рюа. о/о/н /яюмнтх-юбемрхя/;оПНРЕЙ;20.09.2021;2003745;20.09.2021;166150713-001;2;1454.32;10%;145.44;1599.76
4114;200200078836;тепбейя ╧8 онп. кхлнм а/яюу.;оПНРЕЙ;20.09.2021;2003745;20.09.2021;166150713-001;2;570.96;10%;57.10;628.06
4115;200200078856;дсьхжш рпюбю 1,5ц. ╧20 оюй. /йпюямнцнпяй/;гДПЮБЯЕПБХЯ;21.09.2021;2003750;21.09.2021;E12817842/37780967;2;87.62;10%;8.76;96.38
4116;200200078858;йюмдхахнрхй 5лк. сьмше йюокх;гДПЮБЯЕПБХЯ;21.09.2021;2003750;21.09.2021;E12817842/37780967;2;622.52;10%;62.26;684.78
4117;200200078859;йнмйнп 5лц. ╧90 рюа. о/о/н /лепй/;гДПЮБЯЕПБХЯ;21.09.2021;2003750;21.09.2021;E12817842/37780967;2;861.58;10%;86.16;947.74
4118;200200078860;лхпюлхярхм 0,01% 50лк. ╧1 п-п д/леяр.опхл. тк. я юоок. спнкнц.;гДПЮБЯЕПБХЯ;21.09.2021;2003750;21.09.2021;E12817842/37780967;2;361.02;10%;36.10;397.12
4119;200200078867;юяйнпхк ╧20 рюа.;йЮРПЕМ Ц.уХЛЙХ;21.09.2021;2003752;20.09.2021;8185312-30;2;621.88;10%;62.18;684.06
4120;200200078871;кебнткнйяюжхм-ребю 500лц. ╧14 рюа. о/о/н /ребю/;йЮРПЕМ Ц.уХЛЙХ;21.09.2021;2003752;20.09.2021;8185312-30;2;1128.36;10%;112.84;1241.20
4121;200200078873;ткнйяюк 0,3% 3ц. цк. люгэ /дп.цепуюпд люмм/;йЮРПЕМ Ц.уХЛЙХ;21.09.2021;2003752;20.09.2021;8185312-30;2;256.30;10%;25.64;281.94
4122;200200078886;пшахи фхп 50лк. /рскэяйюъ тт/;юПЮК ОКЧЯ;21.09.2021;2003753;20.09.2021;8305782;2;204.58;10%;20.46;225.04
4123;200200078889;яемяндхм гса.оюярю йнлокейямюъ гюыхрю 75лк. [SENSODYNE];юПЮК ОКЧЯ;21.09.2021;2003754;20.09.2021;8305781;2;210.76;20%;42.16;252.90
4124;200200078891;яемх опнйкюдйх спнк. кедх мнплюк ╧20 (3 йюокх) [SENI];юПЮК ОКЧЯ;21.09.2021;2003754;20.09.2021;8305781;2;279.74;10%;27.98;307.72
4125;200200078896;аепнййю окчя ╧30 рюа. о/о/н;цпюмд йюохрюк ялнкемяй ннн тй;21.09.2021;2003755;21.09.2021;21-0-612211;2;1674.40;10%;167.44;1841.84
4126;200200078897;аерюдхм 10% 120лк. ╧1 п-п д/леяр. х мюпсф.опхл. тк. /щцхя/;цпюмд йюохрюк ялнкемяй ннн тй;21.09.2021;2003755;21.09.2021;21-0-612211;2;499.02;10%;49.90;548.92
4127;200200078900;дейяоюмремнк 5% 25ц. люгэ /рюрухлтюпл/;цпюмд йюохрюк ялнкемяй ннн тй;21.09.2021;2003755;21.09.2021;21-0-612211;2;119.90;10%;12.00;131.90
4128;200200078910;ясярюлед фюахи йюлемэ ахн-аюкэгюл юйрхбхп. д/рекю люякн пшфхйю 50лк.;цпюмд йюохрюк ялнкемяй ннн тй;21.09.2021;2003756;21.09.2021;21-0-612212;2;86.78;20%;17.36;104.14
4129;200200078913;деррнк цекэ д/псй 50лк. /DETTOL/;оСКЭЯ ;21.09.2021;2003757;20.09.2021;апм00678393;2;167.48;20%;33.50;200.98
4130;200200078920;йнмрсп ря реяр-онкняйх ╧50 [COUNTOUR TS];оСКЭЯ ;21.09.2021;2003757;20.09.2021;апм00678393;2;1439.24;10%;143.92;1583.16
4131;200200078925;юмбхлюйя ╧20 йюоя. (йюоя.о ╧10+йюоя.п ╧10);оСКЭЯ ;21.09.2021;2003758;20.09.2021;апм00678394;2;431.10;10%;43.10;474.20
4132;200200078937;днйрнп лнл 150лк. д/бяеи яелэх яхпно;оСКЭЯ ;21.09.2021;2003758;20.09.2021;апм00678394;2;504.12;10%;50.42;554.54
4133;200200078938;фюмхм ╧21 дпюфе;оСКЭЯ ;21.09.2021;2003758;20.09.2021;апм00678394;2;1772.10;10%;177.22;1949.32
4134;200200078940;йюпяхк 35лц. ╧80 рюа. о/н;оСКЭЯ ;21.09.2021;2003758;20.09.2021;апм00678394;2;651.22;10%;65.12;716.34
4135;200200078956;нпбхпел 2лц/лк. 100лк. яхпно д/дереи;оСКЭЯ ;21.09.2021;2003758;20.09.2021;апм00678394;2;475.64;10%;47.56;523.20
4136;200200078957;нпрнтем 2% 50ц. люгэ д/мюпсф.опхл. /бепре/;оСКЭЯ ;21.09.2021;2003758;20.09.2021;апм00678394;2;194.00;10%;19.40;213.40
4137;200200078959;опнмнпюм 50лц. ╧30 рюа. йнмрп.бшяб. о/н /яепбэе/;оСКЭЯ ;21.09.2021;2003758;20.09.2021;апм00678394;2;598.50;10%;59.86;658.36
4138;200200078966;тнятнцкхб ╧50 йюоя. /тюплярюмдюпр/;оСКЭЯ ;21.09.2021;2003758;20.09.2021;апм00678394;2;919.38;10%;91.94;1011.32
4139;200200078967;тпхмнгнк 2,5лц.+2,5лц/лк. 15лк. мюгюк.яопеи тк. /бепрейя/;оСКЭЯ ;21.09.2021;2003758;20.09.2021;апм00678394;2;372.00;10%;37.20;409.20
4140;200200078975;аюменжхм 10ц. ╧1 онп. д/мюпсф.опхл. тк./днг.;оПНРЕЙ;21.09.2021;2003760;21.09.2021;166239513-001;2;734.64;10%;73.46;808.10
4141;200200078981;дчтюярнм 10лц. ╧20 рюа. о/о/н /щаанрр/янкбеи/;оПНРЕЙ;21.09.2021;2003760;21.09.2021;166239513-001;2;1010.40;10%;101.04;1111.44
4142;200200078992;ясопюдхм ╧10 ьхо.рюа.;оПНРЕЙ;21.09.2021;2003760;21.09.2021;166239513-001;2;673.90;10%;67.38;741.28
4143;200200079001;йкнохднцпек 75лц. ╧28 рюа. о/о/н /йюмнмтюплю/;юПЮК ОКЧЯ;22.09.2021;2003764;21.09.2021;8307621;2;467.60;10%;46.76;514.36
4144;200200079003;ткчйнярюр 150лц. ╧2 йюоя. /нрхяхтюпл/;юПЮК ОКЧЯ;22.09.2021;2003764;21.09.2021;8307621;2;461.58;10%;46.16;507.74
4145;200200079010;дчтюкюй 667лц/лк. 500лк. яхпно /щаанрр/янкбеи/;"ннн ""юЙЖЕМРЛЕД""";22.09.2021;2003766;22.09.2021;бл0381595;2;849.70;10%;84.96;934.66
4146;200200079020;рпхлерюгхдхм лб 35лц. ╧60 рюа. лндхт.бшяб. /нгнм/;"ннн ""юЙЖЕМРЛЕД""";22.09.2021;2003766;22.09.2021;бл0381595;2;280.18;10%;28.02;308.20
4147;200200079027;гднпнбэе аег оепеокюрш ясярюбхр цекэ-аюкэгюл д/рекю нйномхй+гнкнрни ся 125лк.;цпюмд йюохрюк ялнкемяй ннн тй;22.09.2021;2003768;22.09.2021;21-0-615899;2;103.66;20%;20.74;124.40
4148;200200079028;рспанякхл вюи нвхыемхе 2ц. ╧20 оюй. /щбюкюп/;цпюмд йюохрюк ялнкемяй ннн тй;22.09.2021;2003768;22.09.2021;21-0-615899;2;411.56;20%;82.32;493.88
4149;200200079030;юмдхоюк юбейяхлю ╧20 рюа.;цпюмд йюохрюк ялнкемяй ннн тй;22.09.2021;2003769;22.09.2021;21-0-615898;2;127.40;10%;12.74;140.14
4150;200200079032;ютюкюгю ╧100 рюа. д/пюяя.;цпюмд йюохрюк ялнкемяй ннн тй;22.09.2021;2003769;22.09.2021;21-0-615898;2;1179.26;10%;117.92;1297.18
4151;200200079036;цпюллхдхм мен ╧18 рюа. д/пюяя.;цпюмд йюохрюк ялнкемяй ннн тй;22.09.2021;2003769;22.09.2021;21-0-615898;2;487.96;10%;48.80;536.76
4152;200200079038;дхйкнпюм окчя 30ц. цекэ;цпюмд йюохрюк ялнкемяй ннн тй;22.09.2021;2003769;22.09.2021;21-0-615898;2;424.06;10%;42.40;466.46
4153;200200079040;йюкэжхъ цкчйнмюр 10% 5лк. ╧10 п-п д/б/б,б/л ббед. юло. /щккюпю/;цпюмд йюохрюк ялнкемяй ннн тй;22.09.2021;2003769;22.09.2021;21-0-615898;2;157.70;10%;15.78;173.48
4154;200200079046;оюпюжерюлнк 120лц/5лк. 200ц. ясяо. д/опхелю бмсрпэ юоекэяхм тк. /тюплярюмдюпр/;цпюмд йюохрюк ялнкемяй ннн тй;22.09.2021;2003769;22.09.2021;21-0-615898;2;204.34;10%;20.44;224.78
4155;200200079053;мнплнаюйр-L 3ц. ╧10 онп. д/-п-пю д/опхелю бмсрпэ яюье;оСКЭЯ ;22.09.2021;2003771;21.09.2021;апм00681601;2;758.76;20%;151.76;910.52
4156;200200079054;юяеорю аюкэгюл д/деяем юдцегхбмши 10ц. рсаю;оСКЭЯ ;22.09.2021;2003772;21.09.2021;апм00681663;2;314.00;20%;62.80;376.80
4157;200200079062;юбюлхя 27,5лйц/днгю 120 днг мюгюк.яопеи;оСКЭЯ ;22.09.2021;2003773;21.09.2021;апм00681664;2;1373.52;10%;137.36;1510.88
4158;200200079067;бндю 5лк. ╧10 д/хм. астся /RENEWAL/;оСКЭЯ ;22.09.2021;2003773;21.09.2021;апм00681664;2;158.70;10%;15.88;174.58
4159;200200079073;хмдюо 2,5лц. ╧30 йюоя. /опн.лед.жя/;оСКЭЯ ;22.09.2021;2003773;21.09.2021;апм00681664;2;160.52;10%;16.06;176.58
4160;200200079087;нрпхбхм 0,1% 10лк. ╧1 мюгюк.яопеи тк. /цкюйян/мнбюпрхя/;оСКЭЯ ;22.09.2021;2003773;21.09.2021;апм00681664;2;271.50;10%;27.16;298.66
4161;200200079089;нткнлекхд 50ц. люгэ /яхмрег/;оСКЭЯ ;22.09.2021;2003773;21.09.2021;апм00681664;2;396.98;10%;39.70;436.68
4162;200200079092;яюкхжхкнбюъ 2% 25ц. люгэ /рскэяйюъ тт/;оСКЭЯ ;22.09.2021;2003773;21.09.2021;апм00681664;2;37.98;10%;3.80;41.78
4163;200200079099;спяняюм 250лц. ╧50 йюоя. /опн.лед.жя/;оСКЭЯ ;22.09.2021;2003773;21.09.2021;апм00681664;2;1447.10;10%;144.72;1591.82
4164;200200079101;жетейнм д 100лц. ╧10 ясоо. пейр. д/дер. 3лея.-3кер /мхфтюпл/;оСКЭЯ ;22.09.2021;2003773;21.09.2021;апм00681664;2;73.48;10%;7.34;80.82
4165;200200079121;юмбхлюйя ╧12 кхлнм онп. д/п-пю яюье;оПНРЕЙ;22.09.2021;2003779;22.09.2021;166368777-002;2;624.70;10%;62.48;687.18
4166;200200079125;апнмунаня 375лц. ╧30 йюоя.;оПНРЕЙ;22.09.2021;2003779;22.09.2021;166368777-002;2;532.28;10%;53.22;585.50
4167;200200079132;йкхмяю люпкъ бшянй.окнрм. нрпег лед. 5лу90ял.;оПНРЕЙ;22.09.2021;2003779;22.09.2021;166368777-002;2;235.48;10%;23.54;259.02
4168;200200079138;пнйя гса.ыерйю йхдя деряйюъ щйярпю лъцйюъ 3-7кер [ROCS];оПНРЕЙ;22.09.2021;2003779;22.09.2021;166368777-002;2;156.86;20%;31.38;188.24
4169;200200079143;тюярсл 2,5% 100ц. ╧1 цекэ д/мюпсф.опхл. рсаю /аепкхм уелх/;оПНРЕЙ;22.09.2021;2003779;22.09.2021;166368777-002;2;1117.20;10%;111.72;1228.92
4170;200200079144;ткнйяюк 0,3% 5лк. цк.йюокх тк./йюо. /дп.цепуюпд люмм/;оПНРЕЙ;22.09.2021;2003779;22.09.2021;166368777-002;2;306.28;10%;30.62;336.90
4171;200200079145;тсмдхгнк йпел д/мнцреи х йнфх 30лк.;оПНРЕЙ;22.09.2021;2003779;22.09.2021;166368777-002;2;152.30;20%;30.46;182.76
4172;200200079149;рюдюкютхк-яг 5лц. ╧30 рюа. о/о/н;йЮРПЕМ Ц.уХЛЙХ;23.09.2021;2003784;22.09.2021;8248210-30;2;884.62;10%;88.46;973.08
4173;200200079153;аерюдхм 10% 30лк. ╧1 п-п д/леяр. х мюпсф.опхл. тк. /щцхя/;йЮРПЕМ Ц.уХЛЙХ;23.09.2021;2003785;22.09.2021;8251622-30;2;270.18;10%;27.02;297.20
4174;200200079162;днмнплхк 15лц. ╧30 рюа. о/о/н;йЮРПЕМ Ц.уХЛЙХ;23.09.2021;2003785;22.09.2021;8251622-30;2;529.74;10%;52.98;582.72
4175;200200079163;йернмюк 100лц. ╧20 рюа. о/о/н /кей/яюмднг/;йЮРПЕМ Ц.уХЛЙХ;23.09.2021;2003785;22.09.2021;8251622-30;2;235.68;10%;23.56;259.24
4176;200200079167;йяхлекхм щйн лемрнк 140лйц/днгю 0,1% 10лк. ╧1 мюгюк.яопеи днгхп. тк. /мхйнлед/;йЮРПЕМ Ц.уХЛЙХ;23.09.2021;2003785;22.09.2021;8251622-30;2;253.12;10%;25.32;278.44
